chr	pos	annotation	SIFT	POLYPHEN	maxCADD	priPhCons	GerpRS	FATHMM	benign
chr2	112686988	missense_variant	0.57	0.003	8.862	0.485	440.9	0.00456	benign
chr2	112786292	missense_variant	0.24	0.003	1.121	0.009	NA	0.06807	benign
chr2	121746839	missense_variant	0.65	0.004	1.578	0.084	3105.7	0.20014	benign
chr2	121746956	missense_variant	0.61	0.088	5.835	0.770	3105.7	0.12161	benign
chr2	121747406	missense_variant	1	0	6.601	0.699	3105.7	0.00392	benign
chr2	121747433	missense_variant	0.87	0.002	3.422	0.906	3105.7	0.10195	benign
chr2	127808046	missense_variant	0.01	0.792	18.44	0.968	298.9	0.72340	benign
chr2	131355106	missense_variant	0.69	0.036	2.379	0.062	80.7	0.00523	benign
chr2	131356322	missense_variant	1	0	1.467	0.094	NA	0.00012	benign
chr2	131356495	missense_variant	1	0	0.002	0.579	98.4	0.00092	benign
chr2	145156499	missense_variant	0.03	0.038	22.6	0.997	8799.8	0.79986	benign
chr2	145156499	missense_variant	0.03	0.052	22.6	0.997	8799.8	0.79986	benign
chr2	145156499	missense_variant	0.15	0.018	17.37	0.997	8799.8	0.77985	benign
chr2	145156499	missense_variant	0.15	0.027	17.37	0.997	8799.8	0.77985	benign
chr2	145156548	missense_variant	0.29	0	13.91	0.969	8799.8	0.69690	benign
chr2	145156613	missense_variant	0.21	0	22.5	0.993	8799.8	0.85072	benign
chr2	145157824	stop_gained	0	1	36	0.981	8799.8	0.84058	benign
chr2	149240765	missense_variant	0.36	0.952	22.6	0.989	6775.5	0.96425	benign
chr2	149240765	missense_variant	0.01	0.742	27.3	0.989	6775.5	0.96866	benign
chr2	149247210	missense_variant	0.02	0.743	23.4	0.998	6676.9	0.98383	benign
chr2	152499752	missense_variant	0	0.998	35	0.837	1673.7	0.99656	benign
chr2	152502666	missense_variant	0.11	0.511	22.6	0.996	528.4	0.82136	benign
chr2	152515585	missense_variant	0.67	0.016	21.6	0.996	505.9	0.66835	benign
chr2	152531077	missense_variant	0.16	0.016	22.3	0.620	1008.1	0.53210	benign
chr2	152531077	missense_variant	0.37	0.001	21.9	0.620	1008.1	0.03925	benign
chr2	152536299	missense_variant	0.09	0.971	25.4	0.996	446.4	0.95787	benign
chr2	152727089	missense_variant	0.14	0.988	24.1	0.976	1043.7	0.98432	benign
chr2	166179779	missense_variant	0.03	0.999	23.2	0.910	1182.7	0.88215	benign
chr2	166201225	missense_variant	0.15	0.532	24.0	0.998	1482.8	0.91006	benign
chr2	166847921	missense_variant	0.53	0.001	17.64	0.983	7618.3	0.74774	benign
chr2	166854631	missense_variant	0.36	0.138	20.6	0.993	663.9	0.91065	benign
chr2	166892788	missense_variant	0.55	0.006	13.05	0.971	1908.7	0.00543	benign
chr2	167055393	missense_variant	0.06	0.002	17.68	0.978	5433.7	0.92671	benign
chr2	167099158	missense_variant	1	0	16.68	0.887	601.1	0.01489	benign
chr2	167160820	missense_variant	1	0.003	21.8	0.999	2475.5	0.99277	benign
chr2	167160835	missense_variant	1	0.007	17.79	0.997	2475.5	0.72289	benign
chr2	170354138	missense_variant&splice_region_variant	0.14	0.278	27.7	0.728	405.2	0.99218	benign
chr2	179325735	missense_variant	0.17	0.226	21.8	0.979	1281.9	0.96974	benign
chr2	179325735	missense_variant	0.17	0.226	21.8	0.979	1281.9	0.96974	benign
chr2	179325735	missense_variant	0.02	0.825	22.1	0.979	1281.9	0.96357	benign
chr2	179325735	missense_variant	0.02	0.825	22.1	0.979	1281.9	0.96357	benign
chr2	179325816	missense_variant	0.05	0.307	21.9	0.944	1281.9	0.95727	benign
chr2	179426507	missense_variant	.	0.898	18.72	0.980	7142.2	0.95962	benign
chr2	179428474	missense_variant	.	0.054	8.680	0.453	7413.4	0.10257	benign
chr2	179428901	missense_variant	.	0.787	17.24	0.998	7413.4	0.59274	benign
chr2	179433221	missense_variant	.	0.737	16.10	0.914	7545.7	0.64151	benign
chr2	179453426	missense_variant	.	0.553	21.5	0.979	6239.3	0.98500	benign
chr2	179486345	missense_variant	.	0.728	22.0	0.996	2925.1	0.98949	benign
chr2	179498042	missense_variant	.	0.292	21.0	0.993	4841	0.98051	benign
chr2	179605725	missense_variant	.	0	6.315	0.068	165.2	0.13849	benign
chr2	179605727	missense_variant	.	0	9.944	0.113	165.2	0.09851	benign
chr2	179620951	missense_variant&splice_region_variant	.	0	21.6	0.973	650	0.97009	benign
chr2	179621272	missense_variant	.	0	16.65	0.743	NA	0.22221	benign
chr2	179623851	missense_variant	.	0	22.1	0.999	770.3	0.86110	benign
chr2	179628918	missense_variant	0.15	0.052	17.83	0.982	543.2	0.77157	benign
chr2	179633486	missense_variant	0.16	0.897	21.8	0.992	1043	0.88474	benign
chr2	179641975	missense_variant	0.93	0.02	18.02	0.779	6452.5	0.71287	benign
chr2	179650675	missense_variant	0.12	0.618	22.5	0.991	1472.5	0.73697	benign
chr2	179658175	missense_variant	.	0	22.1	0.981	489.9	0.79663	benign
chr2	179666982	missense_variant	0.09	0.89	23.7	0.998	1019.4	0.95959	benign
chr2	182542998	missense_variant	0.55	0.984	21.3	0.960	8498.8	0.20757	benign
chr2	189861933	missense_variant	0.22	0	23.5	0.851	226.8	0.98382	benign
chr2	189864080	missense_variant	0.17	0	22.1	0.998	109.3	0.27354	benign
chr2	189873737	missense_variant	0.54	0	0.002	0.234	NA	0.07749	benign
chr2	189875421	missense_variant	1	0	11.90	0.573	824.1	0.16510	benign
chr2	189904234	missense_variant	0.42	0	22.7	0.981	888.5	0.91661	benign
chr2	189904234	missense_variant	0.34	0	22.7	0.981	888.5	0.96427	benign
chr2	189914122	missense_variant	0.15	0	24.0	0.985	373.3	0.95888	benign
chr2	189916110	missense_variant	0.36	0	23.9	0.997	655.3	0.79151	benign
chr2	189916110	missense_variant	0.42	0	24.1	0.997	655.3	0.76414	benign
chr2	189918622	missense_variant&splice_region_variant	0	0	25.7	0.985	294.8	0.99400	benign
chr2	189931144	missense_variant	1	0.93	23.2	0.990	382.2	0.98089	benign
chr2	189932742	missense_variant&splice_region_variant	0.42	0.288	21.8	0.899	348.3	0.77225	benign
chr2	189932764	missense_variant	0.36	0.777	24.6	0.996	348.3	0.98337	benign
chr2	189940142	missense_variant	0.3	0.448	22.8	0.991	204.9	0.91970	benign
chr2	189940142	missense_variant	0.36	0.448	23.4	0.991	204.9	0.93066	benign
chr2	190927160	missense_variant	0.51	0.008	21.0	0.959	4447.2	0.89993	benign
chr2	198351804	missense_variant	0.05	0	24.5	0.980	1979.9	0.94969	benign
chr2	198571709	missense_variant	0.19	0.047	20.3	0.999	4999.2	0.74580	benign
chr2	202074207	missense_variant	0.11	0.222	8.050	0.118	NA	0.12284	benign
chr2	203420712	missense_variant	1	0.004	16.27	0.996	5555.7	0.97447	benign
chr2	207003310	missense_variant	0.83	0.009	17.95	0.990	466.8	0.95998	benign
chr2	207631446	missense_variant	0.14	0.143	14.56	0.497	NA	0.15471	benign
chr2	207631446	missense_variant	0.1	0.099	12.96	0.497	NA	0.19865	benign
chr2	215593522	missense_variant	0.42	0.059	16.42	0.992	1164.4	0.90962	benign
chr2	215595164	missense_variant	0.01	0.322	18.48	0.949	1524.6	0.97780	benign
chr2	215595203	missense_variant	0.58	0	9.890	0.664	1524.6	0.32639	benign
chr2	215610518	missense_variant	0.46	0.295	21.3	0.742	275.1	0.07848	benign
chr2	215632255	missense_variant	0.05	0.013	0.004	0.915	480.3	0.01717	benign
chr2	215645464	missense_variant	0.28	0.115	9.485	0.019	NA	0.12051	benign
chr2	215645876	missense_variant	0.01	0.823	23.4	0.035	258.1	0.95907	benign
chr2	215674224	missense_variant	0.37	0.028	15.67	0.040	236.8	0.26265	benign
chr2	219526649	missense_variant	0.57	0.001	22.1	0.957	2270.6	0.81321	benign
chr2	219527712	missense_variant	0	1	17.70	0.620	379.7	0.88110	benign
chr2	220023045	missense_variant	0.28	0.991	21.8	0.908	623.8	0.79322	benign
chr2	220283277	missense_variant	0.34	0	20.7	0.988	2675.6	0.56873	benign
chr2	220283277	missense_variant	0.34	0	20.7	0.988	2675.6	0.56873	benign
chr2	220284876	missense_variant&splice_region_variant	0.01	0.42	22.3	0.950	230.2	0.92349	benign
chr2	220290674	missense_variant	1	0.013	21.2	0.834	171.9	0.98640	benign
chr2	224824484	missense_variant	0.15	0.059	12.10	0.126	1356.5	0.27261	benign
chr2	228564010	missense_variant	0.01	0.987	22.5	0.628	1142.1	0.09890	benign
chr2	228564010	missense_variant	1	0.249	1.246	0.628	1142.1	0.04503	benign
chr2	233349588	missense_variant	1	0	15.22	0.051	305.2	0.16041	benign
chr2	234229395	missense_variant	0.38	0.005	6.324	0.470	685.2	0.04053	benign
chr2	238243292	missense_variant	.	0	14.33	0.986	450.3	0.48414	benign
chr2	238243464	missense_variant	.	0	22.7	0.521	450.3	0.05088	benign
chr2	238244963	missense_variant	.	0	5.275	0.015	NA	0.00124	benign
chr2	238245008	missense_variant	.	0	11.73	0.067	NA	0.23358	benign
chr2	238247734	missense_variant	.	0	23.2	0.996	366.3	0.98640	benign
chr2	238253261	missense_variant	.	0.047	22.8	0.551	1061.6	0.92696	benign
chr2	238262021	missense_variant	.	0.001	5.698	0.121	168.1	0.16193	benign
chr2	238275569	missense_variant	.	0	13.55	0.641	1435.4	0.09960	benign
chr2	238275771	missense_variant	.	0.939	23.7	0.953	1435.4	0.95011	benign
chr2	238275771	missense_variant	.	0	23.5	0.953	1435.4	0.94507	benign
chr2	238277211	missense_variant	.	0.048	10.40	0.111	NA	0.04402	benign
chr2	238277379	missense_variant	.	0	22.4	0.107	604	0.17993	benign
chr2	238277423	missense_variant	.	0	13.20	0.117	604	0.12196	benign
chr2	238280553	missense_variant	.	0.992	0.006	0.015	1346	0.05708	benign
chr2	238280570	missense_variant	0	0.997	25.6	0.869	1346	0.94972	benign
chr2	238283472	missense_variant	0.8	0.083	18.73	0.504	1252.2	0.74915	benign
chr2	238289980	missense_variant	.	0	13.12	0.407	1182.2	0.42820	benign
chr2	238289984	missense_variant	0.14	0.114	23.4	0.408	1182.2	0.68644	benign
chr2	238296273	missense_variant	.	0.963	23.4	0.999	2749.5	0.96453	benign
chr2	238296306	missense_variant	.	0.498	21.1	0.998	2749.5	0.86289	benign
chr2	238296807	missense_variant	.	0	15.33	0.995	2749.5	0.75488	benign
chr2	240951071	missense_variant	0	0.999	33	0.965	210	0.95946	benign
chr3	9918776	missense_variant	0.51	0.934	0.473	0.061	256.2	0.01250	benign
chr3	9918811	missense_variant	0	0.932	22.6	0.186	256.2	0.45389	benign
chr3	9918811	missense_variant	0.01	0.963	17.06	0.186	256.2	0.34180	benign
chr3	9976159	missense_variant	0.51	0	8.263	0.059	317.5	0.02553	benign
chr3	10183605	missense_variant	0.03	0	10.78	0.071	NA	0.37087	benign
chr3	12531421	missense_variant	0.13	0.038	4.415	0.036	304.4	0.03099	benign
chr3	12531421	missense_variant	0.13	0.038	4.415	0.036	304.4	0.03099	benign
chr3	12531421	missense_variant	0.13	0.017	4.415	0.036	304.4	0.03099	benign
chr3	12531421	missense_variant	0.02	0.699	3.138	0.036	304.4	0.05337	benign
chr3	12531421	missense_variant	0.02	0.699	3.138	0.036	304.4	0.05337	benign
chr3	12531421	missense_variant	0.02	0.842	3.138	0.036	304.4	0.05337	benign
chr3	12531421	missense_variant	0.04	0.569	3.281	0.036	304.4	0.05008	benign
chr3	12531421	missense_variant	0.04	0.366	3.281	0.036	304.4	0.05008	benign
chr3	12531421	missense_variant	0.08	0.366	3.281	0.036	304.4	0.05008	benign
chr3	12544829	missense_variant	0.45	0.001	1.498	0.028	NA	0.01025	benign
chr3	12544829	missense_variant	0.2	0.106	0.573	0.028	NA	0.03873	benign
chr3	12641718	missense_variant	0.06	0.001	23.4	0.491	964	0.99212	benign
chr3	12660102	missense_variant	0.11	0.051	25.2	0.999	974.7	0.98168	benign
chr3	14166701	missense_variant	.	0	20.7	0.490	76	0.20168	benign
chr3	14170981	missense_variant	0	0.995	22.5	0.981	340.6	0.89766	benign
chr3	14174427	missense_variant	0.17	0.221	18.59	0.997	250.1	0.85403	benign
chr3	14175262	missense_variant	1	0	17.63	0.410	210.7	0.11987	benign
chr3	14176384	missense_variant	0.16	0.755	18.27	0.455	413.8	0.63134	benign
chr3	14180750	missense_variant	0.15	0.403	23.4	0.805	431.7	0.80886	benign
chr3	14183188	missense_variant	0.21	0.41	22.2	0.978	700.5	0.82816	benign
chr3	15499713	missense_variant	.	0	15.79	0.958	455.3	0.74912	benign
chr3	15499713	missense_variant	.	0	17.82	0.958	455.3	0.81449	benign
chr3	27763427	missense_variant	0.49	0.012	8.830	0.489	3261.1	0.21227	benign
chr3	30713246	missense_variant	0.49	0.001	14.12	0.861	2557.7	0.66433	benign
chr3	33055688	missense_variant	0.04	0.773	9.557	0.000	NA	0.26041	benign
chr3	33055688	missense_variant	0.21	0.002	0.002	0.000	NA	0.01562	benign
chr3	33055721	missense_variant	0.54	0	10.49	0.765	NA	0.01381	benign
chr3	37053550	missense_variant	0.03	0.826	22.4	0.949	289.9	0.97891	benign
chr3	37053550	missense_variant	0.3	0.014	22.2	0.949	289.9	0.98037	benign
chr3	37053568	missense_variant	0.62	0.173	21.9	0.997	289.9	0.94196	benign
chr3	37053568	missense_variant	0.55	0.108	21.9	0.997	289.9	0.94196	benign
chr3	37053568	missense_variant	0.56	0.108	22.3	0.997	289.9	0.80196	benign
chr3	37053568	missense_variant	0.41	0.045	22.3	0.997	289.9	0.80196	benign
chr3	37089077	missense_variant	0.03	0.571	25.4	0.996	545.2	0.97279	benign
chr3	37089131	missense_variant	0	0.955	21.5	0.997	545.2	0.96445	benign
chr3	37089131	missense_variant	0.07	0.11	22.2	0.997	545.2	0.94417	benign
chr3	37089131	missense_variant	0	0.666	21.6	0.997	545.2	0.96158	benign
chr3	37092025	missense_variant	0	0.537	22.5	0.998	460.1	0.96049	benign
chr3	38591846	missense_variant	0.62	0.001	12.02	0.631	4062.1	0.08735	benign
chr3	38591846	missense_variant	0.59	0.075	10.80	0.631	4062.1	0.51090	benign
chr3	38592108	missense_variant	0.01	0.987	32	0.676	4062.1	0.98099	benign
chr3	38620869	missense_variant	0.03	0.002	9.043	0.177	324.3	0.39975	benign
chr3	38620923	missense_variant	0.55	0.111	19.38	0.892	324.3	0.83141	benign
chr3	38620970	missense_variant	0.54	0.008	15.13	0.850	324.3	0.76167	benign
chr3	38622467	missense_variant	0.36	0.002	9.853	0.268	1029.5	0.15715	benign
chr3	38622532	missense_variant	0.37	0.073	9.239	0.033	1029.5	0.22002	benign
chr3	38622532	missense_variant	0.34	0.044	10.12	0.033	1029.5	0.12563	benign
chr3	38622603	missense_variant	0.36	0.003	0.004	0.016	1029.5	0.12696	benign
chr3	38622693	missense_variant	0.19	0.003	19.35	0.888	1029.5	0.08404	benign
chr3	38639368	missense_variant	0.02	0.145	22.5	0.375	720.3	0.78590	benign
chr3	38640418	missense_variant	1	0.002	21.2	0.976	310.7	0.81186	benign
chr3	38640519	missense_variant	0.61	0.692	22.3	0.873	310.7	0.77966	benign
chr3	38645291	missense_variant	0.1	0.876	24.1	0.824	822.4	0.98060	benign
chr3	38645306	missense_variant	0.03	0.043	27.0	0.966	822.4	0.98189	benign
chr3	38645317	missense_variant	0.31	0.439	22.9	0.979	822.4	0.98857	benign
chr3	38645317	missense_variant	0.31	0.287	22.9	0.979	822.4	0.98815	benign
chr3	38645390	missense_variant	0.02	0.114	25.1	0.976	822.4	0.95628	benign
chr3	38646313	missense_variant	0.31	0.182	15.21	0.344	492.1	0.54453	benign
chr3	38646393	missense_variant	1	0.003	1.036	0.738	492.1	0.56218	benign
chr3	38648174	missense_variant	0	0.973	35	0.990	492.5	0.95766	benign
chr3	38651264	missense_variant	0.24	0.043	0.007	0.005	NA	0.08581	benign
chr3	38651287	missense_variant	0.19	0.228	22.7	0.516	691.4	0.97035	benign
chr3	38674698	missense_variant	0.04	0.688	24.7	0.184	984.3	0.51084	benign
chr3	38674699	missense_variant	0	0.453	27.1	0.217	984.3	0.82358	benign
chr3	38739054	missense_variant	0.41	0.002	5.728	0.581	3696.5	0.10369	benign
chr3	38768300	missense_variant	0.4	0.013	0.002	0.064	NA	0.06393	benign
chr3	38797287	missense_variant	0.03	0.677	34	0.977	322.9	0.93172	benign
chr3	46415061	missense_variant	0.1	0.074	17.20	0.992	1705.9	0.14640	benign
chr3	46415397	missense_variant	0.21	0.005	6.569	0.394	NA	0.06905	benign
chr3	46415397	missense_variant	0.78	0.001	6.539	0.394	NA	0.05157	benign
chr3	49394834	missense_variant	0.03	0.144	11.02	0.050	NA	0.22083	benign
chr3	87322572	missense_variant	0.26	0.003	7.803	0.824	797.4	0.27395	benign
chr3	100963154	missense_variant	0.33	0.011	5.128	0.575	2687.1	0.07111	benign
chr3	121507231	missense_variant	0.07	0.756	23.8	0.973	686.3	0.71968	benign
chr3	121712098	missense_variant	0.03	0.002	13.97	0.253	2163.5	0.24668	benign
chr3	121712271	missense_variant	0.14	0.005	12.53	0.143	2163.5	0.10322	benign
chr3	121712298	missense_variant	0.02	0.002	15.05	0.006	2163.5	0.06947	benign
chr3	121712358	missense_variant	0.44	0.001	0.048	0.836	2163.5	0.00203	benign
chr3	121712434	missense_variant	0.83	0.998	9.423	0.154	2163.5	0.05682	benign
chr3	121712805	missense_variant	0.07	0.018	17.86	0.779	2163.5	0.03997	benign
chr3	121712805	missense_variant	1	0.001	10.59	0.779	2163.5	0.01082	benign
chr3	121712805	missense_variant	0.5	0.002	14.48	0.779	2163.5	0.00926	benign
chr3	122003832	missense_variant	0.8	0	11.92	0.068	5374.4	0.01182	benign
chr3	128622922	missense_variant	0	0.968	34	0.903	263.7	0.98675	benign
chr3	128622922	missense_variant	0	0.997	34	0.903	263.7	0.98176	benign
chr3	128622934	missense_variant	0.07	0.992	24.6	0.935	263.7	0.98683	benign
chr3	128627887	missense_variant	0.35	0.011	6.416	0.040	135	0.16937	benign
chr3	132403418	missense_variant	0	0.998	26.0	0.651	780.5	0.98220	benign
chr3	132441046	missense_variant	0.38	0.035	7.601	0.001	816.8	0.12959	benign
chr3	134256110	missense_variant&splice_region_variant	0.08	0.618	25.1	0.977	1060.4	0.98259	benign
chr3	134267991	missense_variant	0.41	0.917	22.8	0.873	445.5	0.82739	benign
chr3	134278270	missense_variant&splice_region_variant	0.24	0.004	17.56	0.952	661.4	0.17010	benign
chr3	136016892	missense_variant	0.62	0.004	0.001	0.050	336.2	0.03929	benign
chr3	136016892	missense_variant	0.57	0.015	0.002	0.050	336.2	0.14857	benign
chr3	136047691	missense_variant	0	0.687	32	0.893	305	0.93369	benign
chr3	139065830	missense_variant	0.35	0.002	10.94	0.897	528.8	0.08449	benign
chr3	139065830	missense_variant	0.32	0.002	12.13	0.897	528.8	0.04799	benign
chr3	142178118	missense_variant	0.1	0.092	22.1	0.992	1103.9	0.98613	benign
chr3	142178144	missense_variant	0.57	0.005	4.952	0.950	1103.9	0.23149	benign
chr3	142268372	missense_variant	0.01	0.998	26.3	0.997	866.3	0.92762	benign
chr3	142269075	missense_variant	0.7	0	17.88	0.430	646.8	0.69853	benign
chr3	142269075	missense_variant	0.36	0	22.1	0.430	646.8	0.09231	benign
chr3	142280106	missense_variant	0.4	0.402	10.57	0.470	NA	0.34458	benign
chr3	142280106	missense_variant	1	0.001	8.937	0.470	NA	0.08297	benign
chr3	142281298	missense_variant	0.36	0.029	21.5	0.996	3012.1	0.88001	benign
chr3	148901300	missense_variant	0.09	0.273	14.75	0.318	NA	0.03996	benign
chr3	158363463	missense_variant	0.63	0.067	22.3	0.998	428.3	0.99525	benign
chr3	158364640	missense_variant	0.05	0.014	15.56	0.684	664.3	0.98623	benign
chr3	158364732	missense_variant	1	0.001	18.97	0.978	664.3	0.88864	benign
chr3	158408032	missense_variant	0.31	0.365	22.1	0.976	390.3	0.99115	benign
chr3	180334458	missense_variant	0.07	0.871	21.4	0.971	752.6	0.83296	benign
chr3	180337082	missense_variant	0.05	0.391	19.54	0.988	402.5	0.90934	benign
chr3	180365956	missense_variant	0.24	0.091	15.25	0.693	608.9	0.79934	benign
chr3	180377529	missense_variant	0.08	0.897	20.5	0.096	845.4	0.97713	benign
chr3	182733255	missense_variant	0.29	0	21.7	0.609	232.1	0.98931	benign
chr3	182755209	missense_variant	0.24	0.002	20.8	0.991	481.1	0.91792	benign
chr3	183960348	missense_variant	0.02	0.068	14.89	0.505	2782.3	0.90671	benign
chr3	191087740	missense_variant	0.3	1	12.52	0.431	369.6	0.62774	benign
chr3	191093028	missense_variant	0.34	0	4.619	0.004	955	0.01272	benign
chr3	191093175	missense_variant	0.62	0	0.024	0.049	955	0.01015	benign
chr3	191093175	missense_variant	0.78	0	0.008	0.049	955	0.00366	benign
chr3	191093310	missense_variant	1	0.005	12.29	0.927	955	0.73741	benign
chr3	191097966	missense_variant	0.47	0.047	9.222	0.001	NA	0.13429	benign
chr3	191097966	missense_variant	0.47	0.001	0.036	0.001	NA	0.01982	benign
chr3	191097966	missense_variant	0.07	0.009	8.039	0.001	NA	0.14078	benign
chr3	191098660	missense_variant	0.59	0.879	24.3	0.868	399.6	0.91605	benign
chr3	191107358	missense_variant	0.07	0.011	27.7	0.598	243.8	0.65358	benign
chr3	193332522	missense_variant	0.32	0	22.1	0.994	1109.2	0.85399	benign
chr3	193332733	missense_variant	0.25	0.004	13.03	0.810	1109.2	0.03951	benign
chr3	193334991	missense_variant	0.03	0.002	21.5	0.993	435.9	0.07600	benign
chr3	193336676	missense_variant	0.02	0.002	22.9	0.138	287.9	0.94953	benign
chr4	619560	missense_variant	0	0.501	12.31	0.266	1165.1	0.78751	benign
chr4	628612	missense_variant	0	0.904	16.16	0.125	316.1	0.24736	benign
chr4	629702	missense_variant	0.54	0.167	0.016	0.091	264.9	0.52070	benign
chr4	648643	missense_variant	1	0.001	19.53	0.768	236.2	0.03384	benign
chr4	980971	missense_variant	0.55	0.003	11.79	0.013	159.4	0.05888	benign
chr4	994414	missense_variant	0.13	0.034	0.264	0.001	196.9	0.03532	benign
chr4	994414	missense_variant	0.01	0.071	3.865	0.001	196.9	0.11707	benign
chr4	996165	missense_variant	1	0.004	10.46	0.007	1109.3	0.51763	benign
chr4	996690	missense_variant	0.42	0.145	1.936	0.075	NA	0.03903	benign
chr4	997843	missense_variant	0.64	0.428	0.133	0.002	NA	0.09919	benign
chr4	3494600	missense_variant	0.38	0.02	6.545	0.153	912.4	0.26007	benign
chr4	3494956	missense_variant	0.24	0.01	4.427	0.049	912.4	0.10280	benign
